Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021,IMD decile,Constituency Code 2024,Constituency Name 2024,Property Type
E18 2EA,Yes,51.591632,0.022850,540224,190025,TQ402900,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",38,13,"Greater London","Redbridge","Redbridge 007A","Urban major conurbation",London,41,4,E01003668,,E02000757,"South Woodford High Road",E43000216,E00018498,E14000634,25877,1,0,2024-05-24,"South Woodford",0.35171,E,E18,"Metropolitan Police","Thames Water",9F32H2RF+M4,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023188746,10023190114,10023773655,100022261042,100022261043,100022261048,100022261049,100022261050,100022261051,100022261052,100022261053,100022261054,100022261055,100022988165,100022988166,100022988167,100022988168,100022988262,100023684718",30.8489,E01003668,"Redbridge 007A",E02000757,"South Woodford High Road",E00018498,8,E14001334,"Leyton and Wanstead",Flat
E18 2EB,Yes,51.591434,0.022813,540222,190003,TQ402900,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",17,11,"Greater London","Redbridge","Redbridge 007A","Urban major conurbation",London,41,4,E01003668,,E02000757,"South Woodford High Road",E43000216,E00018498,E14000634,25877,1,0,2024-05-24,"South Woodford",0.3544,E,E18,"Metropolitan Police","Thames Water",9F32H2RF+H4,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10025571863,10025999978,100022261285,100022261286,100022261287,100022261288,100022261289,100022261290,100022261291,100022261292,100022261293,100022261294,100022261295,100023684704",30.8404,E01003668,"Redbridge 007A",E02000757,"South Woodford High Road",E00018498,8,E14001334,"Leyton and Wanstead",Flat
E18 2ED,Yes,51.589516,0.022453,540203,189789,TQ402897,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",33,23,"Greater London","Redbridge","Redbridge 007A","Urban major conurbation",London,37,4,E01003668,,E02000757,"South Woodford High Road",E43000216,E00018498,E14000634,25877,1,0,2024-05-24,"South Woodford",0.441441,E,E18,"Metropolitan Police","Thames Water",9F32H2QC+RX,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023189949,10023190766,100022261237,100022261238,100022261239,100022261240,100022261241,100022261242,100022261243,100022261244,100022261245,100022261246,100022261247,100022261248,100022261249,100022261250,100022261251,100022261252,100022261253,100022261254,100022261255,100022261256,100022261257,100022261258,100022261259,100022261260,100023684699",30.7585,E01003668,"Redbridge 007A",E02000757,"South Woodford High Road",E00018498,8,E14001334,"Leyton and Wanstead",Flat
E18 2EE,Yes,51.589218,0.022527,540209,189756,TQ402897,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",18,14,"Greater London","Redbridge","Redbridge 007A","Urban major conurbation",London,37,4,E01003668,,E02000757,"South Woodford High Road",E43000216,E00018499,E14000634,25877,1,0,2024-05-24,"South Woodford",0.455093,E,E18,"Metropolitan Police","Thames Water",9F32H2QF+M2,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585133,10025170105,100022261058,100022261059,100022261060,100022261061,100022261063,100022261064,100022261065,100022261066,100022261067,100022261068,100022261069,100022261070,100022261071,100023684698",30.7381,E01003668,"Redbridge 007A",E02000757,"South Woodford High Road",E00018499,8,E14001334,"Leyton and Wanstead",Flat
E18 2EF,Yes,51.588140,0.022450,540207,189636,TQ402896,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Leyton and Wanstead",1980-01-01,,"Redbridge, unparished area","",77,56,"Greater London","Redbridge","Redbridge 014A","Urban major conurbation",London,35,4,E01003774,,E02000764,"Snaresbrook",E43000216,E00018983,E14000790,25937,1,0,2024-05-24,"South Woodford",0.5363,E,E18,"Metropolitan Police","Thames Water",9F32H2QC+7X,66900,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013586095,10013586096,10023190036,10025296309,10034910364,10034910365,10034910366,10034910367,10034910368,10034910369,10034910370,10034910371,10034910372,10034910373,10034932727,100022260953,100022260956,100022260958,100022260960,100022260965,100022260967,100022260969,100022260973,100022260976,100022260978,100022260980,100022260981,100022260982,100022260983,100022260984,100022260988,100022260989,100022260995,100022260996,100022261001,100022261002,100022261015,100022261016,100022261025,100022261026,100022261036,100022261037,100022261038,100022261039,100022261040,100022261041,100022261236,100022988116,100022988117,100022988118,100022988119,100022988120,100022988121,100022988122,100022988123,100022988124,100023684705,100023684714",30.6851,E01003774,"Redbridge 014A",E02000764,"Snaresbrook",E00018983,8,E14001334,"Leyton and Wanstead",Flat
E18 2EG,Yes,51.588708,0.022360,540199,189699,TQ401896,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",27,17,"Greater London","Redbridge","Redbridge 007A","Urban major conurbation",London,37,4,E01003668,,E02000757,"South Woodford High Road",E43000216,E00018499,E14000634,25877,1,0,2024-05-24,"South Woodford",0.498479,E,E18,"Metropolitan Police","Thames Water",9F32H2QC+FW,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10034932004,10034932005,10034932006,10034932007,10034932008,10034932009,10034932010,10034932011,10034932012,10034932013,10034932014,10034932015,10034932016,10034932017,10034932018,10034932019,10034932724,10096143745,10096146633",30.7209,E01003668,"Redbridge 007A",E02000757,"South Woodford High Road",E00018499,8,E14001334,"Leyton and Wanstead",Flat
E18 2EH,Yes,51.587538,0.022437,540208,189569,TQ402895,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Leyton and Wanstead",1980-01-01,,"Redbridge, unparished area","",46,23,"Greater London","Redbridge","Redbridge 014A","Urban major conurbation",London,34,4,E01003774,,E02000764,"Snaresbrook",E43000216,E00018983,E14000790,25937,1,0,2024-05-24,"South Woodford",0.586098,E,E18,"Metropolitan Police","Thames Water",9F32H2QC+2X,66900,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023188869,100022247688,100022247690,100022247692,100022247694,100022247696,100022247698,100022247700,100022247702,100022247704,100022247706,100022247708,100022247710,100022247714,100022247716,100022247718,100022247720,100022247722,100022247724,100022247726,100022247728,100022247730,100022987379",30.6539,E01003774,"Redbridge 014A",E02000764,"Snaresbrook",E00018983,8,E14001334,"Leyton and Wanstead",Flat
E18 2EJ,Yes,51.586801,0.022924,540244,189488,TQ402894,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Leyton and Wanstead",1980-01-01,,"Redbridge, unparished area","",48,23,"Greater London","Redbridge","Redbridge 014A","Urban major conurbation",London,33,4,E01003774,,E02000764,"Snaresbrook",E43000216,E00018985,E14000790,25937,1,0,2024-05-24,"South Woodford",0.631552,E,E18,"Metropolitan Police","Thames Water",9F32H2PF+P5,66900,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023770205,10034910375,10034910376,10034910377,10034910378,10034910379,10034910380,10034910381,10034910382,10034910383,10034910384,10034910385,10034910386,10034910387,10034910388,10034910389,10034910390,10034910391,10034910392,10034910393,100023583413",30.5853,E01003774,"Redbridge 014A",E02000764,"Snaresbrook",E00018985,8,E14001334,"Leyton and Wanstead",
E18 2EL,Yes,51.586410,0.021622,540155,189442,TQ401894,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Leyton and Wanstead",1983-07-01,,"Redbridge, unparished area","",68,35,"Greater London","Redbridge","Redbridge 014A","Urban major conurbation",London,34,4,E01003774,,E02000764,"Snaresbrook",E43000216,E00018983,E14000790,25937,1,0,2024-05-24,"Snaresbrook",0.613334,E,E18,"Metropolitan Police","Thames Water",9F32H2PC+HJ,66900,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023190306,10034910276,10034910277,100022260985,100022260986,100022260987,100022260990,100022260991,100022260992,100022260993,100022260994,100022260997,100022260998,100022260999,100022261000,100022261003,100022261005,100022261006,100022261007,100022261008,100022261009,100022261010,100022261011,100022261012,100022261019,100022261020,100022261021,100022261022,100022261023,100022261024,100022987380,100022987381,100022987587,100022987588,100022987589",30.6438,E01003774,"Redbridge 014A",E02000764,"Snaresbrook",E00018983,8,E14001334,"Leyton and Wanstead",Flat
E18 2EN,Yes,51.586055,0.022906,540245,189405,TQ402894,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Leyton and Wanstead",1980-01-01,,"Redbridge, unparished area","",67,25,"Greater London","Redbridge","Redbridge 014A","Urban major conurbation",London,32,4,E01003774,,E02000764,"Snaresbrook",E43000216,E00018985,E14000790,25937,1,0,2024-05-24,"Snaresbrook",0.582364,E,E18,"Metropolitan Police","Thames Water",9F32H2PF+C5,66900,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013586088,10023773592,10026089184,10090503734,10094819878,10094820958,100022256143,100022256144,100022256145,100022256146,100022256147,100022256148,100022256149,100022256150,100022256151,100022256152,100022256153,100022256154,100022256155,100022256156,100022256157,100022256158,100022256159,100022256160,100022256161,100022256162,100022256163,100022256164,100022256165,100022988199",30.547,E01003774,"Redbridge 014A",E02000764,"Snaresbrook",E00018985,8,E14001334,"Leyton and Wanstead",Detached
E18 2EP,Yes,51.585068,0.022270,540204,189294,TQ402892,"Greater London","Redbridge","Wanstead Village",E09000026,E05011255,England,E11000009,"Leyton and Wanstead",1980-01-01,,"Redbridge, unparished area","",125,57,"Greater London","Redbridge","Redbridge 014B","Urban major conurbation",London,33,4,E01003775,,E02000764,"Snaresbrook",E43000216,E00018962,E14000790,27588,1,0,2024-05-24,"Snaresbrook",0.467439,E,E18,"Metropolitan Police","Thames Water",9F32H2PC+2W,66900,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10093038734,10096143178,100022261135,100022261136,100022261137,100022261138,100022261139,100022261140,100022261141,100022261142,100022261143,100022261144,100022261145,100022261146,100022261147,100022261148,100022261149,100022261150,100022261151,100022261152,100022261153,100022261154,100022261155,100022261156,100022261157,100022261158,100022261159,100022261160,100022261161,100022261162,100022261163,100022261164,100022261165,100022261166,100022261167,100022261168,100022261169,100022261170,100022261171,100022261172,100022261173,100022261174,100022261175,100022261176,100022261177,100022261178,100022261179,100022261180,100022261181,100022261182,100022261183,100022261184,100022261185",30.5339,E01003775,"Redbridge 014B",E02000764,"Snaresbrook",E00018962,9,E14001334,"Leyton and Wanstead",Flat
E18 2EQ,Yes,51.587212,0.023073,540253,189534,TQ402895,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Leyton and Wanstead",1980-01-01,,"Redbridge, unparished area","",87,46,"Greater London","Redbridge","Redbridge 014A","Urban major conurbation",London,33,4,E01003774,,E02000764,"Snaresbrook",E43000216,E00018985,E14000790,25937,1,0,2024-05-24,"South Woodford",0.587955,E,E18,"Metropolitan Police","Thames Water",9F32H2PF+V6,66900,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10015403888,10023773420,10025174909,10025570306,10094821730,100022247689,100022247691,100022247695,100022247697,100022247699,100022247701,100022247703,100022247705,100022247707,100022247709,100022247711,100022247713,100022247715,100022247717,100022247719,100022247721,100022247723,100022247725,100022247727,100022247729,100022247731,100022247732,100022247733,100022247734,100022247735,100022247736,100022247737,100022247738,100022247739,100022247740,100022247741,100022247742,100022247744,100022247745,100022247746,100022247747,100022247748,100022247749,100022247750,100022247751,100022247752,100022247753,100022247754,100022247755,100022987382,100022987383",30.598,E01003774,"Redbridge 014A",E02000764,"Snaresbrook",E00018985,8,E14001334,"Leyton and Wanstead",Flat
E18 2ER,Yes,51.584326,0.020981,540117,189209,TQ401892,"Greater London","Redbridge","Wanstead Village",E09000026,E05011255,England,E11000009,"Leyton and Wanstead",1980-01-01,,"Redbridge, unparished area","",20,13,"Greater London","Redbridge","Redbridge 014B","Urban major conurbation",London,32,4,E01003775,,E02000764,"Snaresbrook",E43000216,E00018989,E14000790,27588,1,0,2024-05-24,"Snaresbrook",0.383116,E,E18,"Metropolitan Police","Thames Water",9F32H2MC+P9,66900,"","London","Outer London - East and North East","Redbridge and Waltham Forest","100022987317,100022987642,100022987643,100022987644,100022987645,100022987646,100022987647,100022987648,100022987649,100022987650,100022987651,100022987652,100022987653,100023684701",30.5739,E01003775,"Redbridge 014B",E02000764,"Snaresbrook",E00018989,9,E14001334,"Leyton and Wanstead",Flat
E18 2ES,Yes,51.583845,0.020729,540101,189155,TQ401891,"Greater London","Redbridge","Wanstead Village",E09000026,E05011255,England,E11000009,"Leyton and Wanstead",1980-01-01,,"Redbridge, unparished area","",48,23,"Greater London","Redbridge","Redbridge 014B","Urban major conurbation",London,31,4,E01003775,,E02000764,"Snaresbrook",E43000216,E00018989,E14000790,27588,1,0,2024-05-24,"Snaresbrook",0.332114,E,E18,"Metropolitan Police","Thames Water",9F32H2MC+G7,66900,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023190604,10025170108,10093037041,10096146336,10096146337,100022261305,100022261307,100022261308,100022261310,100022261312,100022261313,100022261314,100022261315,100022261316,100022261318,100022261320,100022261321,100022261322,100022261323,100022261324,100022261326,100022261328,100022261329,100022261330,100022987654,100023684710,200001869088,200001869089,200001869090,200001869091,200001869092,200002789451",30.5644,E01003775,"Redbridge 014B",E02000764,"Snaresbrook",E00018989,9,E14001334,"Leyton and Wanstead",Flat
E18 2EU,Yes,51.590053,0.022593,540211,189849,TQ402898,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",39,22,"Greater London","Redbridge","Redbridge 007A","Urban major conurbation",London,38,4,E01003668,,E02000757,"South Woodford High Road",E43000216,E00018498,E14000634,25877,1,0,2024-05-24,"South Woodford",0.4052,E,E18,"Metropolitan Police","Thames Water",9F32H2RF+22,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023191686,10025296310,100022261261,100022261262,100022261263,100022261264,100022261265,100022261266,100022261267,100022261268,100022261269,100022261270,100022261271,100022261272,100022261273,100022261274,100022261275,100022261276,100022261277,100022261278,100022261279,100022261280,100022261281,100022261282,100022261284,100023684700",30.7789,E01003668,"Redbridge 007A",E02000757,"South Woodford High Road",E00018498,8,E14001334,"Leyton and Wanstead",Flat
E18 2EW,Yes,51.585068,0.022270,540204,189294,TQ402892,"Greater London","Redbridge","Wanstead Village",E09000026,E05011255,England,E11000009,"Leyton and Wanstead",1980-01-01,,"Redbridge, unparished area","",94,43,"Greater London","Redbridge","Redbridge 014B","Urban major conurbation",London,33,4,E01003775,,E02000764,"Snaresbrook",E43000216,E00018962,E14000790,27588,1,0,2024-05-24,"Snaresbrook",0.467439,E,E18,"Metropolitan Police","Thames Water",9F32H2PC+2W,66900,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013584653,10013584654,10013584655,100022261097,100022261098,100022261099,100022261100,100022261101,100022261102,100022261103,100022261104,100022261105,100022261106,100022261107,100022261108,100022261109,100022261110,100022261111,100022261112,100022261113,100022261114,100022261115,100022261116,100022261117,100022261118,100022261119,100022261120,100022261121,100022261122,100022261123,100022261124,100022261125,100022261126,100022261127,100022261128,100022261129,100022261130,100022261131,100022261132,100022261133,100022261134",30.5339,E01003775,"Redbridge 014B",E02000764,"Snaresbrook",E00018962,9,E14001334,"Leyton and Wanstead",Flat
E18 2EX,Yes,51.591047,0.022882,540228,189960,TQ402899,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",13,9,"Greater London","Redbridge","Redbridge 007A","Urban major conurbation",London,40,4,E01003668,,E02000757,"South Woodford High Road",E43000216,E00018498,E14000634,25877,1,0,2024-05-24,"South Woodford",0.353882,E,E18,"Metropolitan Police","Thames Water",9F32H2RF+C5,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","100022261085,100022261086,100022261087,100022261088,100022261089,100022261090,100022261091,100022261092,100022261093,100023684702",30.8152,E01003668,"Redbridge 007A",E02000757,"South Woodford High Road",E00018498,8,E14001334,"Leyton and Wanstead",Flat
E18 2EY,Yes,51.590321,0.022691,540217,189879,TQ402898,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1997-12-01,,"Redbridge, unparished area","",14,11,"Greater London","Redbridge","Redbridge 007A","Urban major conurbation",London,38,4,E01003668,,E02000757,"South Woodford High Road",E43000216,E00018498,E14000634,25877,1,0,2024-05-24,"South Woodford",0.387552,E,E18,"Metropolitan Police","Thames Water",9F32H2RF+43,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","100022260977,100022987286,100022987287,100022987288,100022987289,100022987290,100022987291,100022987292,100022987293,100022987294,100022987295,100023684717",30.7875,E01003668,"Redbridge 007A",E02000757,"South Woodford High Road",E00018498,8,E14001334,"Leyton and Wanstead",Flat
E18 2FB,Yes,51.597006,0.023031,540220,190623,TQ402906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",2009-10-01,,"Redbridge, unparished area","",18,3,"Greater London","Redbridge","Redbridge 007E","Urban major conurbation",London,46,4,E01003672,,E02000757,"South Woodford High Road",E43000216,E00175126,E14000634,16827,1,0,2024-05-24,"South Woodford",0.694394,E,E18,"Metropolitan Police","Thames Water",9F32H2WF+R6,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585214,10013585230,10013585231,10013585232,10013585233,10023774248,10096143363",31.1347,E01003672,"Redbridge 007E",E02000757,"South Woodford High Road",E00175126,6,E14001167,"Chingford and Woodford Green",
E18 2FD,Yes,51.597215,0.023950,540283,190648,TQ402906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",2010-09-01,,"Redbridge, unparished area","",23,9,"Greater London","Redbridge","Redbridge 007E","Urban major conurbation",London,44,4,E01003672,,E02000757,"South Woodford High Road",E43000216,E00175126,E14000634,16827,1,0,2024-05-24,"South Woodford",0.686928,E,E18,"Metropolitan Police","Thames Water",9F32H2WF+VH,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585215,10013585234,10013585235,10013585236,10013585237,10013585238,10013585239,10013585240,10013585241,10013585242,10013585243,10090503529,10090503530,10090503531",31.0916,E01003672,"Redbridge 007E",E02000757,"South Woodford High Road",E00175126,6,E14001167,"Chingford and Woodford Green",Flat
E18 2FE,Yes,51.596902,0.024370,540313,190614,TQ403906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",2010-11-01,,"Redbridge, unparished area","",9,6,"Greater London","Redbridge","Redbridge 007E","Urban major conurbation",London,43,4,E01003672,,E02000757,"South Woodford High Road",E43000216,E00175126,E14000634,16827,1,0,2024-05-24,"South Woodford",0.643561,E,E18,"Metropolitan Police","Thames Water",9F32H2WF+QP,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585218,10013585244,10013585245,10013585246,10013585247,10013585248,10013585249,10013585250,10013585251,10013585252,10013585253,10013585254,10013585255,10013585256,10013585258,10013585259,10013585260,10013585261,10013585262,10013585263,10013585264,10013585265,10013585266,10013585267,10013585268,10013585269,10013585270,10013585271,10013585272,10013585273,10013585274,10013585275,10013585276,10013585277,10013585278,10013585279",31.049,E01003672,"Redbridge 007E",E02000757,"South Woodford High Road",E00175126,6,E14001167,"Chingford and Woodford Green",Flat
E18 2FF,Yes,51.597143,0.024496,540321,190641,TQ403906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",2010-10-01,,"Redbridge, unparished area","",25,16,"Greater London","Redbridge","Redbridge 007E","Urban major conurbation",London,43,4,E01003672,,E02000757,"South Woodford High Road",E43000216,E00175126,E14000634,16827,1,0,2024-05-24,"South Woodford",0.665213,E,E18,"Metropolitan Police","Thames Water",9F32H2WF+VQ,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585217,10013585310,10013585311,10013585312,10013585313,10013585314,10013585315,10013585316,10013585317,10013585318,10013585319,10013585320,10013585321,10013585322,10013585323,10013585324,10013585325,10013585326,10013585327,10013585328,10013585329",31.0551,E01003672,"Redbridge 007E",E02000757,"South Woodford High Road",E00175126,6,E14001167,"Chingford and Woodford Green",Flat
E18 2FG,Yes,51.596854,0.024035,540290,190608,TQ402906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",2011-02-01,,"Redbridge, unparished area","",,,"Greater London","Redbridge","Redbridge 007E","Urban major conurbation",London,44,4,E01003672,,E02000757,"South Woodford High Road",E43000216,E00175126,E14000634,16827,1,0,2024-05-24,"South Woodford",0.64792,E,E18,"Metropolitan Police","Thames Water",9F32H2WF+PJ,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585216,10013585280,10013585281,10013585282,10013585283,10013585284,10013585285,10013585286,10013585287,10013585288,10013585289,10013585290,10013585291,10013585292,10013585293,10013585294,10013585295,10013585296,10013585297,10013585298,10013585299,10013585300,10013585301,10013585302,10013585303,10013585304,10013585305,10013585306,10013585307,10013585308,10013585309",31.0663,E01003672,"Redbridge 007E",E02000757,"South Woodford High Road",E00175126,6,E14001167,"Chingford and Woodford Green",Flat
E18 2FH,Yes,51.597123,0.025101,540363,190640,TQ403906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",2008-11-01,,"Redbridge, unparished area","",15,8,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,41,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00175148,E14000634,25801,1,0,2024-05-24,"South Woodford",0.649324,E,E18,"Metropolitan Police","Thames Water",9F32H2WG+R2,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585220,10013585331,10013585332,10013585333,10013585334,10013585335,10013585336,10013585337,10013585338",31.0179,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00175148,8,E14001167,"Chingford and Woodford Green",Flat
E18 2FJ,Yes,51.596979,0.025138,540366,190624,TQ403906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",2008-10-01,,"Redbridge, unparished area","",87,53,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,41,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00175148,E14000634,25801,1,0,2024-05-24,"South Woodford",0.633303,E,E18,"Metropolitan Police","Thames Water",9F32H2WG+Q3,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585221,10013585339,10013585340,10013585341,10013585342,10013585343,10013585344,10013585345,10013585346,10013585347,10013585348,10013585349,10013585350,10013585351,10013585352,10013585353,10013585354,10013585355,10013585356,10013585357,10013585358,10013585359,10013585360,10013585361,10013585362,10013585363,10013585364,10013585365,10013585366,10013585367,10013585368,10013585369,10013585370,10013585371,10013585372,10013585373,10013585374,10013585375,10013585376,10013585377,10013585378,10013585379,10013585380,10013585381,10013585382,10013585383,10013585384,10013585385,10013585386,10013585387,10013585388,10013585389,10013585390,10013585391,10013585392,10013585393",31.0076,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00175148,8,E14001167,"Chingford and Woodford Green",Flat
E18 2FL,Yes,51.596837,0.024988,540356,190608,TQ403906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",2008-11-01,,"Redbridge, unparished area","",34,21,"Greater London","Redbridge","Redbridge 007E","Urban major conurbation",London,42,4,E01003672,,E02000757,"South Woodford High Road",E43000216,E00175126,E14000634,16827,1,0,2024-05-24,"South Woodford",0.62162,E,E18,"Metropolitan Police","Thames Water",9F32H2WF+PX,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585219,10013585394,10013585395,10013585396,10013585397,10013585398,10013585399,10013585400,10013585401,10013585402,10013585403,10013585404,10013585405,10013585406,10013585407,10013585408,10013585409,10013585410,10013585411,10013585412,10013585413,10013585414,10013585415,10013585416,10013585417,10013585418,10013585419,10013585420,10013585421,10013585422,10013585423,10090504339",31.0086,E01003672,"Redbridge 007E",E02000757,"South Woodford High Road",E00175126,6,E14001167,"Chingford and Woodford Green",Flat
E18 2FN,Yes,51.597087,0.025663,540402,190637,TQ404906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",2008-06-01,,"Redbridge, unparished area","",48,29,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,39,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00175148,E14000634,25801,1,0,2024-05-24,"South Woodford",0.634798,E,E18,"Metropolitan Police","Thames Water",9F32H2WG+R7,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585223,10013585424,10013585425,10013585426,10013585427,10013585428,10013585429,10013585430,10013585431,10013585432,10013585433,10013585434,10013585435,10013585436,10013585437,10013585438,10013585439,10013585440,10013585441,10013585442,10013585443,10013585444,10013585445,10013585446,10013585447,10013585448,10013585449,10013585450,10013585451,10013585452,10013585453",30.9825,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00175148,8,E14001167,"Chingford and Woodford Green",Flat
E18 2FP,Yes,51.597278,0.026032,540427,190659,TQ404906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",2008-03-01,,"Redbridge, unparished area","",73,38,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,38,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00175145,E14000634,25801,1,0,2024-05-24,"South Woodford",0.649733,E,E18,"Metropolitan Police","Thames Water",9F32H2WG+WC,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585225,10013585454,10013585455,10013585456,10013585457,10013585458,10013585459,10013585460,10013585461,10013585462,10013585463,10013585464,10013585465,10013585466,10013585467,10013585468,10013585469,10013585470,10013585471,10013585472,10013585473,10013585474,10013585475,10013585476,10013585477,10013585478,10013585479,10013585480,10013585481,10013585482,10013585483,10013585484,10013585485,10013585486,10013585487,10013585488,10013585489,10013585490",30.9713,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00175145,8,E14001167,"Chingford and Woodford Green",Flat
E18 2FQ,Yes,51.596919,0.025987,540425,190619,TQ404906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",2008-04-01,,"Redbridge, unparished area","",56,25,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,37,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00175147,E14000634,25801,1,0,2024-05-24,"South Woodford",0.611404,E,E18,"Metropolitan Police","Thames Water",9F32H2WG+Q9,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585224,10013585507,10013585508,10013585509,10013585510,10013585511,10013585512,10013585513,10013585514,10013585515,10013585516,10013585517,10013585518,10013585519,10013585520,10013585521,10013585522,10013585523,10013585524,10013585525,10013585526,10013585527,10013585528,10013585529,10013585530,10013585531,10013585532",30.9537,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00175147,8,E14001167,"Chingford and Woodford Green",Flat
